,salt_vavg,time
13275,36.94293310510143,2013-01-11 10:00:00
13276,37.13755988565947,2013-01-11 12:00:00
13277,37.29530774620773,2013-01-11 14:00:00
13278,37.373418889839286,2013-01-11 16:00:00
13279,37.361017243503255,2013-01-11 18:00:00
13280,37.244817814022525,2013-01-11 20:00:00
13281,37.06382600038783,2013-01-11 22:00:00
13282,36.87987739370643,2013-01-12 00:00:00
13283,36.7301429273445,2013-01-12 02:00:00
13284,36.62723949911403,2013-01-12 04:00:00
13285,36.57885940126017,2013-01-12 06:00:00
13286,36.594762351444054,2013-01-12 08:00:00
13287,36.684696115124986,2013-01-12 10:00:00
13288,36.834513004239106,2013-01-12 12:00:00
13289,36.98380138902372,2013-01-12 14:00:00
13290,37.095929870837836,2013-01-12 16:00:00
13291,37.12855878516627,2013-01-12 18:00:00
13292,37.08474946084224,2013-01-12 20:00:00
13293,36.9928249194149,2013-01-12 22:00:00
13294,36.88993032197321,2013-01-13 00:00:00
13295,36.79910021069205,2013-01-13 02:00:00
13296,36.74133944429014,2013-01-13 04:00:00
13297,36.72111805304368,2013-01-13 06:00:00
13298,36.744924874862754,2013-01-13 08:00:00
13299,36.8212522258686,2013-01-13 10:00:00
13300,36.950011758212796,2013-01-13 12:00:00
13301,37.10316082039828,2013-01-13 14:00:00
13302,37.247374144399004,2013-01-13 16:00:00
13303,37.36046678792341,2013-01-13 18:00:00
13304,37.40374262684463,2013-01-13 20:00:00
13305,37.340312249414495,2013-01-13 22:00:00
13306,37.23462269752476,2013-01-14 00:00:00
13307,37.14572384632175,2013-01-14 02:00:00
13308,37.083044303634146,2013-01-14 04:00:00
13309,37.04949953102383,2013-01-14 06:00:00
13310,37.03784287905665,2013-01-14 08:00:00
13311,37.05461021077508,2013-01-14 10:00:00
13312,37.10829022539721,2013-01-14 12:00:00
13313,37.20906839161549,2013-01-14 14:00:00
13314,37.329758415792796,2013-01-14 16:00:00
13315,37.42355687245813,2013-01-14 18:00:00
13316,37.45309975674823,2013-01-14 20:00:00
13317,37.392444363746954,2013-01-14 22:00:00
13318,37.29578537533233,2013-01-15 00:00:00
13319,37.223564057433,2013-01-15 02:00:00
13320,37.192617468385976,2013-01-15 04:00:00
13321,37.19215061667144,2013-01-15 06:00:00
13322,37.20178168143222,2013-01-15 08:00:00
13323,37.21914487034486,2013-01-15 10:00:00
13324,37.256859203114146,2013-01-15 12:00:00
13325,37.33949585333558,2013-01-15 14:00:00
13326,37.44486532769421,2013-01-15 16:00:00
13327,37.5458281787121,2013-01-15 18:00:00
13328,37.63046950400535,2013-01-15 20:00:00
13329,37.6320818449607,2013-01-15 22:00:00
13330,37.587700594585236,2013-01-16 00:00:00
13331,37.57745699904303,2013-01-16 02:00:00
13332,37.614106534561756,2013-01-16 04:00:00
13333,37.67814339109856,2013-01-16 06:00:00
13334,37.746543369308554,2013-01-16 08:00:00
13335,37.791712191723555,2013-01-16 10:00:00
13336,37.8157438700393,2013-01-16 12:00:00
13337,37.841857201986016,2013-01-16 14:00:00
13338,37.88847403247988,2013-01-16 16:00:00
13339,37.94605373307554,2013-01-16 18:00:00
13340,37.994092419835425,2013-01-16 20:00:00
13341,38.027063944612905,2013-01-16 22:00:00
13342,38.02768685178522,2013-01-17 00:00:00
13343,37.98668997390388,2013-01-17 02:00:00
13344,38.02051724469083,2013-01-17 04:00:00
13345,38.093931592827296,2013-01-17 06:00:00
13346,38.15923915045904,2013-01-17 08:00:00
13347,38.20700391647039,2013-01-17 10:00:00
13348,38.22613994866459,2013-01-17 12:00:00
13349,38.21840629560407,2013-01-17 14:00:00
13350,38.206274976386105,2013-01-17 16:00:00
13351,38.19757452949956,2013-01-17 18:00:00
13352,38.15101552590077,2013-01-17 20:00:00
13353,38.078192874682856,2013-01-17 22:00:00
13354,38.00264550510695,2013-01-18 00:00:00
13355,37.96954836148465,2013-01-18 02:00:00
13356,38.01778881850675,2013-01-18 04:00:00
13357,38.12485078217292,2013-01-18 06:00:00
